TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
243.8,Debit,San Francisco,Branch,57,Doctor,48,1,13732.81,3
23.71,Debit,Atlanta,Branch,58,Doctor,164,1,10788.89,3
411.52,Debit,Los Angeles,ATM,41,Doctor,88,1,11108.39,3
23.24,Debit,Indianapolis,Branch,68,Doctor,129,1,13777.79,3
172.68,Debit,Baltimore,ATM,33,Doctor,17,1,10724.95,3
26.06,Debit,San Diego,ATM,65,Doctor,283,1,12893.63,3
10.65,Debit,Louisville,Online,54,Doctor,161,1,13240.72,3
705.6,Debit,Phoenix,Branch,40,Doctor,124,3,14804.7,3
157.37,Credit,Dallas,Branch,42,Doctor,289,1,13964.31,3
282.65,Debit,Fort Worth,ATM,35,Doctor,161,1,13801.15,3
35.98,Credit,Nashville,Branch,40,Doctor,133,1,11147.34,3
305.27,Debit,Las Vegas,Online,68,Doctor,147,1,12958.65,3
496.03,Debit,San Francisco,Branch,61,Doctor,265,1,12904.66,3
803.37,Credit,Memphis,Branch,68,Doctor,129,1,12168.37,3
26.75,Debit,Indianapolis,Online,33,Doctor,27,1,12063.77,3
739.28,Credit,Tucson,Branch,58,Doctor,47,1,11905.64,3
35.05,Debit,Boston,Branch,30,Doctor,105,1,14330.47,3
33.65,Credit,New York,Online,63,Doctor,146,1,12719.93,3
56.15,Debit,Nashville,Branch,31,Doctor,77,1,13265.92,3
130.54,Debit,Atlanta,ATM,64,Doctor,94,1,11204.62,3
8.81,Debit,Dallas,Online,57,Doctor,165,1,13523.65,3
577.73,Debit,San Jose,ATM,37,Doctor,63,1,14977.99,3
1076.98,Debit,Detroit,Branch,60,Doctor,173,1,11833.73,3
567.71,Debit,Memphis,Online,63,Doctor,80,1,13884.24,3
643.02,Credit,Detroit,ATM,38,Doctor,85,1,11989.39,3
137.35,Credit,Sacramento,Online,40,Doctor,220,1,12662.66,3
69.38,Debit,Detroit,Branch,69,Doctor,280,2,12072.11,3
5.29,Credit,San Francisco,Online,32,Doctor,132,1,12896.68,3
20.62,Credit,Philadelphia,ATM,35,Doctor,225,1,12500.8,3
959.48,Debit,Miami,Branch,67,Doctor,36,1,10631.43,3
466.64,Debit,Las Vegas,ATM,58,Doctor,11,1,10915.11,3
381.33,Debit,Albuquerque,ATM,56,Doctor,75,1,11835.35,3
28.04,Debit,Los Angeles,ATM,57,Doctor,146,5,11197.54,3
134.55,Debit,San Jose,Online,59,Doctor,165,1,14852.42,3
16.16,Debit,Milwaukee,ATM,50,Doctor,124,1,14401.17,3
195.49,Debit,Memphis,ATM,31,Doctor,212,1,11988.12,3
17.43,Debit,Albuquerque,ATM,56,Doctor,33,1,10658.88,3
194.37,Debit,Milwaukee,ATM,66,Doctor,161,1,14395.88,3
418.02,Debit,Los Angeles,ATM,46,Doctor,110,1,11011.86,3
10.77,Debit,Indianapolis,ATM,31,Doctor,178,1,10704.95,3
421.74,Debit,San Jose,Online,67,Doctor,103,1,12031.14,3
164.52,Debit,Dallas,ATM,61,Doctor,162,1,11036.74,3
121.82,Debit,Dallas,Online,60,Doctor,119,1,13293.83,3
556.34,Debit,Seattle,Online,37,Doctor,46,1,11935.14,3
120.86,Debit,Colorado Springs,Online,33,Doctor,162,4,13566.58,3
135.57,Credit,Boston,Branch,51,Doctor,116,1,11351.64,3
147.31,Credit,Mesa,Online,34,Doctor,92,1,13625.52,3
789.8,Debit,Jacksonville,ATM,40,Doctor,94,1,13948.09,3
432.08,Debit,El Paso,ATM,40,Doctor,145,1,11500.62,3
346.12,Debit,San Francisco,Branch,44,Doctor,12,1,13084.27,3
85.73,Debit,Virginia Beach,ATM,41,Doctor,266,1,14928.35,3
222.66,Debit,Detroit,Online,39,Doctor,88,1,14466.38,3
290.86,Debit,Louisville,Online,45,Doctor,36,1,14631.88,3
156.86,Debit,Charlotte,ATM,51,Doctor,102,1,14453.35,3
16.27,Debit,Atlanta,ATM,57,Doctor,44,1,10971.32,3
94.3,Debit,Phoenix,Branch,57,Doctor,57,1,11088.95,3
1392.54,Debit,El Paso,Branch,41,Doctor,297,1,13347.69,3
561.58,Debit,Sacramento,Online,65,Doctor,23,1,11748.86,3
83.39,Debit,Omaha,Branch,32,Doctor,158,1,13182.11,3
71.9,Debit,Los Angeles,Branch,29,Doctor,51,1,10619.35,3
166.55,Credit,Houston,Branch,59,Doctor,99,1,12970.21,3
101.81,Debit,Fort Worth,ATM,45,Doctor,105,1,13872.03,3
304.93,Debit,Portland,ATM,65,Doctor,158,1,13531.22,3
1919.11,Debit,Portland,ATM,30,Doctor,161,1,11090.24,3
29.94,Debit,San Francisco,ATM,58,Doctor,243,1,10915.54,3
64.21,Debit,Omaha,ATM,51,Doctor,37,1,12540.18,3
1831.02,Credit,Columbus,Online,62,Doctor,83,1,11498.01,3
68.62,Debit,Omaha,Branch,29,Doctor,157,1,13891.47,3
740.25,Debit,Philadelphia,Online,41,Doctor,123,1,14464.3,3
211.7,Credit,Chicago,Online,50,Doctor,205,1,12272.78,3
453.54,Debit,Albuquerque,ATM,58,Doctor,82,1,12046.3,3
88.42,Debit,El Paso,ATM,62,Doctor,91,1,12381.45,3
584.82,Credit,Nashville,Online,43,Doctor,109,1,12071.1,3
523.74,Debit,Oklahoma City,ATM,43,Doctor,159,1,13498.55,3
251.8,Debit,Mesa,ATM,62,Doctor,102,1,11796.66,3
639.57,Debit,Philadelphia,Branch,60,Doctor,43,1,11726.47,3
83.62,Debit,Raleigh,ATM,48,Doctor,146,1,12652.22,3
3.3,Credit,Los Angeles,Branch,50,Doctor,131,1,11385.37,3
372.08,Debit,Houston,Branch,66,Doctor,63,1,13330.74,3
142.78,Debit,San Diego,Branch,68,Doctor,150,1,11705.88,3
774.48,Debit,Louisville,Branch,61,Doctor,31,1,11613.58,3
428.61,Debit,Fort Worth,ATM,66,Doctor,62,1,11937.04,3
506.9,Credit,Houston,Branch,64,Doctor,56,1,11471.87,3
793.13,Debit,Memphis,Online,68,Doctor,76,1,13389.16,3
